company_id,industry,company_size,mrr_usd,contract_type,tenure_months,active_users,api_calls_per_month,support_tickets_last_30d,feature_adoption_rate,last_login_days_ago,churn
4e7c955e,Finance,10,667.93,Month-to-Month,24,5,3165,2,0.621,8,0
ad5bc198,E-commerce,614,6383.8,2 Year,22,133,29482,0,0.546,2,0
d04822f6,E-commerce,208,1611.51,1 Year,8,74,16131,1,0.623,7,0
ffa25c0b,Healthcare,419,4116.56,1 Year,58,156,131689,3,1.0,2,0
020c6080,Finance,24,479.44,Month-to-Month,9,7,16089,0,0.216,2,0
453d7aa7,Technology,101,598.57,Month-to-Month,15,41,23367,1,0.574,1,0
0917756f,E-commerce,73,1376.71,2 Year,19,28,109614,1,0.762,8,0
3d0aa126,Healthcare,296,2472.92,Month-to-Month,3,123,38545,0,0.351,0,0
0a60ea58,Finance,311,2791.39,1 Year,65,140,114238,3,0.674,30,0
d3a50c7e,Finance,72,438.85,1 Year,12,30,54083,3,0.66,0,0
13d553d8,E-commerce,5,421.91,2 Year,3,2,4125,4,0.282,26,1
67bb64e0,Healthcare,787,7467.53,Month-to-Month,12,402,28527,2,0.483,4,0
c4fe84ac,Healthcare,125,350.01,1 Year,23,29,9702,2,0.957,8,0
b154696a,Technology,21,754.02,1 Year,18,9,3367,3,0.282,6,0
d3906533,Finance,100,777.81,Month-to-Month,29,29,23405,3,0.512,3,0
84d764c9,E-commerce,5,50.0,Month-to-Month,2,1,119532,3,0.567,3,0
9cadc216,Finance,265,2272.57,Month-to-Month,9,109,6259,6,0.601,1,0
f477df41,Healthcare,6,918.38,Month-to-Month,42,2,339,1,0.517,4,0
e67f4516,Finance,39,61.48,Month-to-Month,2,17,136737,1,0.616,10,0
d8cd7b30,Technology,78,718.32,1 Year,47,23,37762,1,0.593,8,0
acbfbd60,Technology,259,2366.54,1 Year,3,145,40887,4,0.742,19,0
6b88dd71,Technology,64,50.0,2 Year,44,22,131870,2,0.769,2,0
5b5eff30,Finance,141,1038.64,Month-to-Month,11,46,60228,2,0.688,1,0
87b5c675,E-commerce,52,50.0,Month-to-Month,23,14,87669,2,0.647,16,1
b86addf2,Finance,52,997.94,2 Year,4,13,73591,2,0.287,16,0
22e95f20,Finance,62,670.44,2 Year,2,16,47319,1,0.623,13,0
4e36e612,Technology,41,1651.34,1 Year,6,17,58301,1,0.823,1,0
fb79bdd7,Healthcare,5,50.0,Month-to-Month,4,2,41128,3,0.278,22,1
66350e2c,Healthcare,17,50.0,2 Year,9,5,21956,0,0.337,5,0
910222b4,Finance,78,1546.88,Month-to-Month,18,22,16798,2,0.898,4,0
e51b7b56,Healthcare,37,898.99,Month-to-Month,22,14,9675,4,0.3,1,1
5d656b31,Finance,43,622.38,1 Year,38,17,21847,1,0.579,1,0
9b0e3df8,E-commerce,33,50.0,1 Year,26,14,43006,2,0.49,1,0
48930c03,E-commerce,14,1012.5,Month-to-Month,23,4,44280,2,0.886,7,0
ddc85358,Technology,26,223.95,1 Year,13,9,57508,3,0.661,4,0
2836e2c2,Technology,34,124.66,1 Year,16,18,105774,4,0.758,1,0
3466aae7,Finance,55,1121.48,2 Year,13,15,52755,2,0.611,11,0
3f9d22aa,Finance,98,968.85,Month-to-Month,45,38,9369,1,0.999,3,0
f26c1580,Finance,41,50.0,Month-to-Month,7,18,1301,0,0.451,11,0
cda6a316,E-commerce,11,130.15,1 Year,1,3,10962,4,0.669,16,0
3cb5c57c,Finance,6,50.0,2 Year,26,2,119354,4,0.851,9,0
d4188bd1,E-commerce,2686,25355.33,Month-to-Month,6,714,41926,2,0.897,0,0
c0590050,E-commerce,10,50.0,Month-to-Month,53,4,94393,1,0.546,3,0
f4d374f7,E-commerce,25,50.0,Month-to-Month,48,10,13348,1,0.195,0,0
d3f4c9de,E-commerce,118,602.18,Month-to-Month,2,30,61873,2,0.523,4,0
bbeca39d,Finance,93,1217.62,2 Year,3,43,65777,1,0.949,18,0
a10c0cb0,Manufacturing,119,801.28,Month-to-Month,17,36,82914,1,0.447,16,1
1aed0dfe,Technology,28,519.21,1 Year,23,10,38341,1,0.658,1,0
aea5c76e,Healthcare,78,163.34,Month-to-Month,8,36,78875,1,0.539,11,0
971d8ce0,Technology,59,1044.61,Month-to-Month,31,17,137011,1,0.586,20,0
ed84ff78,E-commerce,34,50.0,2 Year,22,11,157787,1,0.862,19,0
a1a84cc6,Technology,78,50.0,1 Year,10,39,6701,2,0.651,16,0
1d0b9372,Technology,265,3268.63,1 Year,1,51,48949,3,1.0,2,0
1f45b861,E-commerce,52,92.05,1 Year,34,28,6022,3,0.795,36,0
b15f36aa,Healthcare,53,1408.46,Month-to-Month,6,13,127929,2,0.626,12,0
8f2fb98c,Finance,271,2992.3,1 Year,44,89,155494,2,0.581,11,0
84eb81e8,E-commerce,230,2695.13,Month-to-Month,14,98,34616,3,0.666,25,1
0ce5aa9a,E-commerce,587,6392.74,2 Year,21,270,160810,0,0.353,4,0
fb53b6a8,Finance,5,106.34,1 Year,50,2,72673,1,0.388,5,0
b274f205,Healthcare,212,2182.03,Month-to-Month,48,85,59526,1,0.751,5,0
f901571f,Technology,134,1980.67,2 Year,12,47,43465,2,0.784,1,0
8337ec3c,Manufacturing,14,195.68,1 Year,6,7,26109,2,0.335,3,0
4d8c188b,E-commerce,79,425.91,Month-to-Month,36,37,165907,1,0.772,12,0
5a2a5f0b,Finance,264,2932.88,Month-to-Month,14,136,10973,4,0.565,0,0
7b031a0f,Finance,15,50.0,2 Year,6,5,81110,2,0.434,6,0
83980613,Healthcare,106,1719.78,2 Year,57,17,22900,0,0.537,12,0
036d6bc0,Manufacturing,201,2680.22,1 Year,6,100,69968,2,0.778,13,0
962f2923,Healthcare,10,699.08,Month-to-Month,1,4,8937,1,0.722,24,1
d9c0b632,E-commerce,44,1019.89,Month-to-Month,1,18,23364,0,0.659,8,0
973e4f35,Finance,85,807.91,Month-to-Month,24,29,146074,1,0.676,2,0
fd0065b5,E-commerce,16,106.66,1 Year,27,5,40742,4,0.372,14,0
553d41f0,E-commerce,14,50.0,Month-to-Month,9,4,33789,2,0.709,7,0
7cd603e9,Technology,44,1314.02,2 Year,10,17,69737,1,0.509,16,0
3e6f8c86,Finance,181,1567.49,Month-to-Month,10,51,26983,3,1.0,2,0
28c286c9,Healthcare,143,1599.94,1 Year,28,68,33964,1,0.524,0,0
50f1e26e,Healthcare,14,267.02,Month-to-Month,2,8,41118,4,1.0,3,0
99a423c7,Manufacturing,145,779.79,Month-to-Month,64,49,230193,3,0.568,2,0
21b4394e,Technology,15,50.0,1 Year,7,3,81833,1,0.581,12,0
54179315,E-commerce,5,52.79,1 Year,120,1,2030,2,0.541,6,0
92449f79,E-commerce,31,83.12,1 Year,5,13,76535,3,0.348,4,0
507d47db,E-commerce,294,2895.28,Month-to-Month,36,130,34955,1,0.865,0,0
83d82adf,Finance,146,1992.71,Month-to-Month,7,81,13111,3,0.619,2,0
8c550268,Manufacturing,54,652.47,2 Year,3,26,96037,1,0.725,26,0
da4136d7,E-commerce,29,669.26,1 Year,50,6,15771,6,0.923,2,0
3478d6df,Finance,30,522.66,1 Year,47,8,19313,4,0.574,8,0
13473cf9,E-commerce,64,481.83,Month-to-Month,13,28,3253,3,0.581,17,1
0ce33918,Healthcare,10,50.0,1 Year,30,3,189945,2,0.629,3,0
fc7dd2bf,Finance,32,452.36,Month-to-Month,20,17,79330,2,0.343,16,1
7235094a,Technology,39,431.95,Month-to-Month,47,11,8014,2,0.234,3,0
487e975f,Healthcare,7,527.58,Month-to-Month,10,3,33623,2,0.299,8,0
f0a5851a,E-commerce,15,74.55,Month-to-Month,18,5,20529,3,0.848,3,0
a475ede2,Finance,101,861.33,Month-to-Month,16,43,1646,1,0.535,8,0
9e406c26,Finance,55,435.25,Month-to-Month,11,17,131016,2,0.757,2,0
bbde28ae,Finance,34,50.0,Month-to-Month,54,15,91445,1,0.548,16,0
cd9afb0e,Finance,13,853.45,1 Year,5,6,216862,0,0.284,6,0
a2a868e6,Technology,581,6379.81,2 Year,4,247,13887,1,0.773,24,0
1391b4b0,Finance,15,50.0,Month-to-Month,21,8,60101,2,0.422,9,0
3b57bdcd,E-commerce,79,1191.97,Month-to-Month,26,25,6287,2,0.716,17,0
34160877,E-commerce,26,50.0,Month-to-Month,6,10,28228,1,0.785,18,0
64fbc3af,E-commerce,57,1062.64,Month-to-Month,12,27,93780,1,0.591,7,1
e81f50db,Manufacturing,108,731.82,Month-to-Month,71,32,404,1,0.695,12,0
9335b3ef,Technology,6,239.95,Month-to-Month,7,2,32763,3,0.315,8,0
acd4fb56,Finance,54,50.0,1 Year,27,25,28519,0,1.0,0,0
0387947c,Healthcare,325,2650.65,2 Year,33,160,58720,2,0.688,12,0
ff1b3fcb,Finance,766,7894.35,2 Year,15,393,13585,2,0.756,50,0
04b0f5c4,E-commerce,44,89.55,1 Year,67,13,9514,5,0.787,20,0
eaff0d10,Healthcare,58,160.02,Month-to-Month,33,24,52591,1,0.572,0,0
aa590d15,E-commerce,1505,15747.93,1 Year,15,404,51257,0,0.616,27,0
7daacaa3,E-commerce,299,4095.48,1 Year,21,97,69672,2,0.817,2,0
4bf81b75,Finance,21,678.51,Month-to-Month,29,8,14178,2,0.526,0,0
ea1d55cc,Technology,21,50.0,2 Year,22,10,823,2,0.678,0,0
61f656ff,Healthcare,229,3171.76,1 Year,51,103,105169,2,0.694,5,0
13107a47,Healthcare,11,50.0,1 Year,11,4,11554,4,0.453,3,0
0e207f24,Technology,279,2637.75,Month-to-Month,9,124,27061,2,0.689,1,0
8e87a8ad,E-commerce,90,927.39,2 Year,6,40,31602,2,0.261,0,0
62270747,E-commerce,118,2142.02,1 Year,1,51,10371,3,0.784,4,0
2a316dde,E-commerce,37,826.33,Month-to-Month,2,12,36784,3,0.914,2,0
f8ae307d,Finance,21,50.0,Month-to-Month,49,6,122839,3,0.781,10,0
d5e921fa,Technology,489,4417.52,Month-to-Month,28,184,15828,1,0.899,4,0
8b0a3d7b,Technology,37,871.1,Month-to-Month,26,11,36733,1,0.448,5,0
25176765,E-commerce,29,50.0,1 Year,23,13,18458,1,0.555,14,0
e099bcd1,Finance,48,588.37,Month-to-Month,46,26,197448,2,0.625,4,0
aeb06c35,E-commerce,72,50.0,2 Year,16,32,12461,2,0.626,1,0
a8e4645d,Finance,11,394.63,2 Year,50,2,5789,2,0.513,3,0
286d8839,Healthcare,23,474.35,Month-to-Month,11,7,7693,0,0.417,11,0
6e78c57b,Manufacturing,21,50.0,Month-to-Month,63,8,22868,2,0.945,1,0
19ef4bc2,Healthcare,194,2455.81,Month-to-Month,29,49,40243,1,0.433,10,0
e3c16ea1,Manufacturing,14,417.37,Month-to-Month,8,5,55132,2,0.931,12,0
3b3129a9,E-commerce,5,420.01,Month-to-Month,20,2,41324,1,0.699,10,0
018ce46e,Finance,5,50.0,Month-to-Month,19,2,117977,1,0.641,4,0
a222cf81,E-commerce,6,149.48,2 Year,4,3,22337,1,0.709,10,0
3e2c59b7,Technology,420,4231.69,2 Year,22,117,62297,1,0.905,17,0
3955d531,Technology,55,475.91,2 Year,10,21,15611,1,0.075,3,0
717c1107,Technology,115,1235.25,1 Year,2,44,57247,1,0.672,3,0
c2a3a9cc,E-commerce,122,1848.22,2 Year,72,40,130059,3,0.63,31,0
7bb7f43d,E-commerce,59,1127.48,1 Year,25,24,191761,2,0.637,22,0
92ca026f,Technology,48,50.0,Month-to-Month,51,18,65410,1,0.788,3,0
159d0793,Finance,261,3102.7,1 Year,28,120,142752,3,0.478,1,0
be1fdb7d,E-commerce,67,1265.57,2 Year,11,35,57039,3,0.37,5,0
f59cc1ad,Finance,445,4374.41,Month-to-Month,18,183,165107,0,0.323,7,0
f38ddd0e,Manufacturing,138,1634.22,Month-to-Month,28,48,114149,3,0.419,1,0
97aeb4a8,Manufacturing,21,457.0,Month-to-Month,78,6,5637,0,0.737,0,0
af93358f,Healthcare,25,50.0,Month-to-Month,8,15,32134,0,0.701,17,0
a9326d7b,Technology,18,50.0,Month-to-Month,50,8,21343,2,0.777,25,0
69559eb4,Manufacturing,339,3765.41,Month-to-Month,62,149,1368,1,0.508,0,0
bfe7b8b9,Finance,29,50.0,2 Year,27,11,31452,1,0.517,18,0
a6bebaf0,E-commerce,16,647.75,2 Year,65,8,8029,2,0.931,5,0
bce5e2f2,Manufacturing,88,1532.49,2 Year,13,33,1856,1,0.804,1,0
23784f88,Healthcare,47,1041.84,Month-to-Month,74,10,29440,3,0.75,4,0
24b1413d,E-commerce,84,1829.9,Month-to-Month,30,35,13223,0,0.235,20,1
0e4fe144,Finance,929,9244.63,Month-to-Month,2,257,136893,3,0.992,1,0
b92fd19f,Manufacturing,214,2228.6,2 Year,57,91,83751,4,0.582,1,0
b1539f8e,Manufacturing,56,720.33,Month-to-Month,16,29,156373,1,0.635,33,1
b6b3185a,Manufacturing,6,50.0,1 Year,15,1,106627,0,0.69,3,0
8618ab57,E-commerce,25,521.09,Month-to-Month,21,7,65089,2,0.633,19,0
fcae47aa,Technology,158,724.4,Month-to-Month,4,76,45520,2,0.566,8,1
760e0984,Technology,9,192.45,Month-to-Month,16,3,3384,1,0.629,2,0
f6312139,Finance,1354,12851.28,1 Year,43,597,15449,3,0.727,3,0
cada4c56,Technology,55,68.69,Month-to-Month,1,24,62021,0,0.77,5,0
149d5f96,Healthcare,58,946.44,Month-to-Month,8,28,25639,1,0.844,1,0
aba723a5,E-commerce,20,100.44,Month-to-Month,1,6,19679,1,0.38,12,0
026cdb97,Finance,115,1498.81,1 Year,13,16,5488,6,0.491,5,0
26fc9d10,Healthcare,9,50.0,Month-to-Month,32,3,3638,1,0.771,22,1
c511a4c3,Healthcare,1404,14593.2,2 Year,39,341,11785,1,0.286,24,0
2d94a584,E-commerce,393,3810.46,Month-to-Month,70,193,89962,2,0.632,24,0
3028f23f,Finance,238,1402.54,Month-to-Month,23,94,54385,1,0.443,10,0
eef4a5e8,Technology,6,172.7,1 Year,8,2,20847,4,0.71,6,0
8f00a027,Healthcare,74,50.0,Month-to-Month,62,34,3148,3,0.431,0,0
5484b3ed,Finance,334,2613.64,1 Year,36,75,10435,2,0.528,14,0
a92fc0f4,E-commerce,132,878.53,2 Year,21,50,29881,3,0.542,0,0
7786c355,Technology,12,50.0,2 Year,29,5,8315,2,0.649,2,0
204fc48c,Finance,20,50.0,Month-to-Month,62,8,71900,4,0.792,18,0
75107d03,E-commerce,27,50.0,Month-to-Month,30,9,77708,3,0.806,19,0
67bb57da,Technology,22,50.0,2 Year,12,7,7359,6,0.641,5,0
136d6dc4,E-commerce,540,6170.92,Month-to-Month,30,299,64890,0,0.378,12,0
210b898b,Finance,5,50.0,1 Year,1,2,35896,1,1.0,2,0
14ab22af,Healthcare,146,344.62,2 Year,12,48,164013,1,0.583,22,0
5341f954,Technology,7,50.0,1 Year,13,3,77456,4,0.655,10,0
cd7f14d3,Healthcare,12,50.0,Month-to-Month,5,5,44009,0,0.648,19,1
8247ff89,Technology,5,50.0,1 Year,1,2,46268,4,0.671,4,0
13c76f31,E-commerce,23,585.17,Month-to-Month,4,10,9856,3,0.431,0,1
7f18bba9,Manufacturing,526,5035.92,Month-to-Month,26,150,112040,3,0.688,49,0
b365004f,Technology,81,233.7,Month-to-Month,39,44,40963,3,0.964,14,0
a49eb250,Manufacturing,9,313.13,Month-to-Month,107,4,42677,2,0.198,1,0
71f22912,Finance,251,3084.97,1 Year,11,106,42832,1,0.606,10,0
9861d91a,Technology,346,3728.44,1 Year,22,146,16164,1,0.376,29,0
d624e5ab,E-commerce,63,50.0,1 Year,67,24,83589,0,0.798,22,0
cebd74d3,E-commerce,1155,10992.51,2 Year,5,396,99148,3,0.828,28,0
e2e781d2,E-commerce,187,1893.72,Month-to-Month,31,84,16975,1,0.574,1,0
3e790ccc,Technology,152,1397.85,1 Year,34,48,29149,2,0.612,19,0
3d2d7f38,Manufacturing,16,50.0,Month-to-Month,3,6,9870,1,0.424,22,1
d5920eb5,Technology,139,898.62,1 Year,48,56,13626,4,0.128,1,0
cbbd6645,E-commerce,75,50.0,2 Year,41,32,20472,0,0.546,12,0
d574fdad,E-commerce,119,2193.89,Month-to-Month,1,58,116133,1,0.557,11,0
49858f19,Technology,19,203.56,1 Year,3,8,49196,0,0.609,11,0
ffbdb541,Finance,66,981.06,Month-to-Month,2,30,44330,3,0.0,8,1
94efe895,Healthcare,16,163.13,1 Year,10,3,146644,1,0.255,2,0
677af02f,Finance,5,73.17,1 Year,18,2,78347,0,0.303,1,0
34b27c6c,Finance,244,2408.95,1 Year,19,99,809,1,0.617,2,0
69ca9a8b,Finance,5,50.0,Month-to-Month,8,2,6638,0,0.717,24,1
da0b139f,Finance,64,50.0,1 Year,59,22,14234,2,0.367,2,0
87ab4be6,Healthcare,89,1083.11,1 Year,12,45,18114,3,0.545,5,0
b42892d8,Healthcare,89,983.92,Month-to-Month,2,37,89807,1,0.484,5,1
a30179e9,Manufacturing,35,819.14,Month-to-Month,9,11,73463,2,1.0,25,0
60a540b5,E-commerce,82,1187.68,Month-to-Month,19,28,7858,1,0.523,1,0
dd6a77ec,Finance,110,695.74,Month-to-Month,13,53,38171,5,0.515,6,0
be216258,E-commerce,164,2206.3,Month-to-Month,8,64,5777,0,0.437,16,1
2776e0d9,Finance,735,7732.51,Month-to-Month,4,293,9490,4,0.22,0,1
b91303fc,Manufacturing,77,1115.42,2 Year,42,29,13865,4,0.729,13,0
bb2c95ed,Technology,60,1724.66,2 Year,120,30,117849,3,0.547,0,0
84c85ff3,Healthcare,14,1161.98,2 Year,10,6,22763,3,0.522,6,0
6a115603,E-commerce,104,1384.96,2 Year,12,29,123738,1,0.636,1,0
6d9dc757,Technology,148,1762.6,Month-to-Month,24,44,69463,4,0.284,4,0
1fc51cc2,Manufacturing,40,940.83,Month-to-Month,31,16,69196,1,0.954,0,0
ca7df172,E-commerce,123,938.02,2 Year,12,41,81352,1,0.236,18,0
52696892,E-commerce,35,65.09,1 Year,57,6,5044,3,0.955,1,0
27228612,Finance,149,1826.71,Month-to-Month,20,48,84266,3,0.597,2,0
accdcea7,Manufacturing,214,1711.76,Month-to-Month,15,79,14556,4,0.523,6,0
1150b6f4,Finance,210,2396.38,Month-to-Month,25,75,206544,0,0.734,0,0
0efeb5fd,Manufacturing,65,728.42,Month-to-Month,74,30,94260,0,0.531,25,1
4b8f3dbf,E-commerce,11,50.0,Month-to-Month,38,1,284873,2,0.786,5,0
e6c6b9f3,E-commerce,21,222.93,2 Year,1,6,138323,2,0.662,7,0
fb61152d,E-commerce,133,1982.54,1 Year,10,63,22293,0,0.743,20,0
fc5c29ed,Finance,2149,21531.19,Month-to-Month,16,716,142099,3,0.808,8,0
878b60c5,Finance,32,363.27,Month-to-Month,10,8,20041,2,0.565,0,0
47d1fe91,Finance,108,1244.49,2 Year,29,35,53833,3,0.793,16,0
cba987be,Finance,23,459.59,Month-to-Month,43,10,85366,1,0.704,24,0
f080e34c,Technology,12,50.0,1 Year,32,4,24060,3,0.867,16,0
6a4fed2c,Finance,19,365.13,Month-to-Month,109,6,11399,5,0.527,2,0
289fb6dd,Healthcare,5,50.0,Month-to-Month,8,2,112635,3,0.873,6,0
9993c52a,Manufacturing,415,3750.46,Month-to-Month,50,181,5450,4,0.445,3,0
ea33b0d0,Technology,5,50.0,2 Year,35,1,22704,2,0.199,9,0
f1e072f2,Manufacturing,36,594.88,Month-to-Month,11,14,38888,2,0.327,18,1
4bcc69bf,Manufacturing,9,170.12,Month-to-Month,32,2,81673,2,0.534,5,0
91f3aeb2,Finance,14,72.82,Month-to-Month,3,7,101568,3,0.653,8,0
f15f2287,Finance,430,4645.38,1 Year,38,224,35834,3,0.603,0,0
d0cebb50,Technology,73,919.43,1 Year,19,27,42595,3,0.757,4,0
c8aaaa2b,E-commerce,12,50.0,Month-to-Month,9,6,96147,2,0.36,9,0
0f373a27,Finance,22,50.0,Month-to-Month,26,7,31462,0,0.945,46,0
1ac96883,Technology,17,50.0,1 Year,25,6,40947,3,0.869,3,0
5b0edc50,Finance,51,50.0,1 Year,6,17,930,4,0.787,1,0
70adc390,Finance,70,770.28,2 Year,1,27,150918,4,0.853,22,0
37c2ed51,E-commerce,937,8938.93,1 Year,14,381,41825,0,0.289,8,0
3edead0a,E-commerce,5,50.0,1 Year,21,1,65019,2,0.74,54,1
53940f4e,E-commerce,51,446.2,Month-to-Month,51,19,14245,0,0.748,2,0
3a60df48,Healthcare,34,862.0,1 Year,64,14,53441,1,0.793,2,0
f7fd1d70,Technology,225,2714.4,2 Year,19,118,30811,1,0.769,4,0
84f6c9be,Finance,92,892.65,Month-to-Month,34,18,5965,3,0.689,8,0
54d189ec,Healthcare,132,1952.75,Month-to-Month,14,78,88646,2,0.681,0,0
e07b0a36,Technology,91,50.0,1 Year,33,33,91422,1,0.838,4,0
bda87dee,Manufacturing,13,1068.61,1 Year,6,5,3291,0,0.475,0,0
4596622c,Technology,335,3696.25,1 Year,12,178,24764,0,0.673,10,0
cc6c7bb4,Technology,180,1851.4,Month-to-Month,25,82,16525,2,0.489,4,0
c3ca45cb,E-commerce,215,1704.32,Month-to-Month,1,97,36321,3,0.57,35,1
30311283,E-commerce,363,3410.97,Month-to-Month,31,190,33549,2,0.066,1,0
955d90e5,Healthcare,102,1324.68,2 Year,44,39,53417,2,0.426,22,0
1f13b810,E-commerce,503,5346.04,2 Year,13,247,14216,1,0.513,0,0
9add8152,Finance,96,1294.2,Month-to-Month,15,26,12532,1,0.515,10,0
22f10e81,Finance,39,50.0,Month-to-Month,46,17,64245,1,0.533,29,0
6bfcd3bc,Technology,54,75.08,Month-to-Month,36,24,186914,0,0.363,12,0
00b00153,E-commerce,52,617.6,Month-to-Month,9,26,146258,2,0.534,0,0
8ef62546,Healthcare,25,634.93,Month-to-Month,10,11,78507,2,0.817,10,0
446852ed,Finance,631,6311.59,Month-to-Month,28,265,3492,0,0.54,3,0
3283a3ec,E-commerce,85,1590.74,1 Year,20,31,13575,2,0.86,13,0
4494f549,Healthcare,62,636.57,1 Year,5,22,58499,2,0.847,6,0
a6373d2e,Technology,97,969.65,Month-to-Month,9,35,17532,3,0.483,9,0
69951186,E-commerce,4768,48015.28,1 Year,56,1288,25012,0,0.714,0,0
f57b8418,E-commerce,9,699.62,1 Year,28,5,153612,1,0.337,3,0
f5426680,E-commerce,15,50.0,Month-to-Month,103,7,4513,0,0.389,3,0
fc83fa6c,Technology,6,50.0,1 Year,35,2,98752,1,0.622,5,0
1a478086,Finance,38,223.37,Month-to-Month,69,18,2580,1,0.702,21,0
fa9aef46,E-commerce,78,2359.47,Month-to-Month,6,37,20620,4,0.923,4,0
d6d4ce61,E-commerce,27,139.27,Month-to-Month,36,8,40529,2,0.567,12,0
44ac197f,Finance,24,179.11,2 Year,1,11,22032,3,0.635,4,0
dc6d6c30,Technology,67,979.18,1 Year,27,35,157510,4,0.62,2,0
59ea213e,Technology,25,738.46,Month-to-Month,16,8,35096,1,0.959,6,0
bdd0698f,E-commerce,86,944.89,2 Year,11,21,66182,2,0.868,2,0
a96a99a7,Technology,290,3482.17,Month-to-Month,48,82,60544,2,0.677,0,0
330ecf71,Technology,150,903.01,2 Year,47,58,90118,2,0.759,2,0
de954248,Technology,204,1656.96,1 Year,1,56,99723,0,0.67,0,0
0a28e95c,Technology,278,3361.24,1 Year,23,106,31397,0,0.815,0,0
5b7f912c,E-commerce,83,835.47,1 Year,12,27,99389,2,0.772,13,0
c5f85777,E-commerce,43,50.0,1 Year,13,17,52986,2,0.54,11,0
35049e0a,E-commerce,17,50.0,2 Year,43,5,57927,3,0.62,1,0
1221779f,Technology,30,50.0,2 Year,9,11,9511,2,0.632,0,0
2a7c40a5,Finance,24,241.06,Month-to-Month,69,11,14058,1,0.63,0,0
c30d91b3,Technology,163,1863.69,Month-to-Month,5,49,58183,3,0.498,13,0
48df029c,Technology,91,745.47,Month-to-Month,27,38,15437,2,0.667,5,0
f2fe84c1,Healthcare,155,1742.5,Month-to-Month,27,48,33671,4,0.498,5,0
34f171be,Technology,9,50.0,Month-to-Month,7,3,33663,2,0.483,0,0
485d5381,Healthcare,467,5281.96,Month-to-Month,10,182,13331,2,0.576,16,0
510d8281,Finance,28,1555.92,Month-to-Month,44,12,41792,2,0.654,3,0
b2642bfe,Technology,10,50.0,1 Year,35,4,41477,1,0.845,5,0
85a33d98,Finance,28,519.97,2 Year,10,14,6906,2,0.742,5,0
f9674267,Technology,2265,22849.21,Month-to-Month,19,900,23991,2,0.822,21,1
e7683670,Technology,30,369.35,Month-to-Month,2,10,22771,0,0.955,17,1
a5dcaf59,E-commerce,33,656.63,Month-to-Month,6,16,41286,2,0.483,3,0
cc8b9af8,Healthcare,40,639.41,2 Year,16,17,69181,0,0.742,0,0
2ee35fa2,Finance,43,194.47,Month-to-Month,3,21,920,4,0.75,8,0
1a7c0062,E-commerce,16,818.27,2 Year,45,6,7110,1,0.651,3,0
ae4ae2b7,Manufacturing,67,770.83,2 Year,31,18,17976,3,0.779,3,0
d4882b3e,E-commerce,274,2547.6,2 Year,70,171,83145,3,0.618,21,0
45b8fe2c,Finance,87,2091.6,Month-to-Month,29,29,32746,0,0.734,13,0
38501130,E-commerce,10,50.0,Month-to-Month,68,2,35758,3,0.317,4,0
0372abf2,E-commerce,32,447.47,2 Year,20,15,26314,2,0.6,10,0
1547f47d,Technology,23,317.72,Month-to-Month,23,7,26819,3,0.742,2,0
f501888e,Healthcare,59,525.05,1 Year,91,21,189838,1,0.806,11,0
875ce0d3,Technology,401,4234.33,Month-to-Month,25,165,114454,2,0.428,0,0
853b23e8,E-commerce,43,50.0,Month-to-Month,1,16,64707,2,0.584,10,0
f704b76d,Manufacturing,47,768.27,2 Year,31,17,19584,1,0.387,21,0
3b94cbc2,Finance,785,6970.82,1 Year,57,438,36045,3,0.522,8,0
cf0640e4,E-commerce,203,1380.97,1 Year,39,78,58464,2,0.663,4,0
b844e5e4,Manufacturing,129,2202.86,1 Year,22,39,25091,1,0.807,8,0
644ab16c,Healthcare,1029,9661.91,1 Year,27,512,37166,2,0.781,4,0
3ee05e85,Manufacturing,113,150.02,1 Year,111,37,7874,2,0.645,3,0
9d1c9529,E-commerce,5,50.0,2 Year,3,1,4912,1,0.47,0,0
02a199a8,Healthcare,190,2770.03,2 Year,27,58,9154,3,0.572,2,0
5e7d1f77,Finance,5,50.0,1 Year,8,2,70459,1,1.0,22,0
ffc0046e,Technology,107,592.09,Month-to-Month,25,43,10533,1,0.32,1,0
d02ca876,Healthcare,5,50.0,Month-to-Month,23,1,129328,0,0.358,10,0
cc4e3a2f,E-commerce,27,132.94,Month-to-Month,4,11,22986,2,0.635,9,1
2fc3e981,Finance,31,91.99,Month-to-Month,6,14,9258,5,0.741,2,0
e47cb0be,E-commerce,17,50.0,Month-to-Month,24,7,87218,3,0.773,14,0
bb6ed54a,Healthcare,32,1248.07,Month-to-Month,4,9,30499,0,0.658,5,1
d2962163,Technology,256,1960.46,Month-to-Month,8,85,24588,4,0.296,15,1
8c72fc68,Manufacturing,18,128.91,Month-to-Month,44,8,19983,0,0.556,0,0
a0829a43,Manufacturing,123,1399.3,1 Year,10,39,20062,2,0.247,1,0
77b0f5ae,Technology,12,50.0,Month-to-Month,17,5,54449,1,0.679,4,0
086675c0,Healthcare,41,653.29,1 Year,68,19,38896,0,0.691,6,0
bee36c34,Technology,88,680.09,Month-to-Month,7,20,31521,6,0.575,7,1
eeb1ad46,Healthcare,12,307.15,1 Year,12,4,29623,3,0.363,15,0
7c2c2a1e,Healthcare,7,50.0,2 Year,23,3,7657,0,0.436,23,0
2e80fe11,Finance,114,114.73,Month-to-Month,34,43,87977,0,0.275,3,0
a2686cc2,E-commerce,294,3593.05,2 Year,56,105,130760,3,0.59,21,0
